# Community_BERN5_ID	Community_Name	community_Synonyme	Naturalness level	use_type_Text	EUNIS_Code	Natura2000	Sources_plots	account_plots
4996	Rumici obtusifoliae-Urticetum dioicae KORNAS 1968	Urtica dioica-Rumex obtusifolius Anghel et al. 1965	natural tall-herb community	unusable	R568	6430	Donita et al. 2005 p. 162	5
4997	Petasitetum glabrati MORARIU 1943	Petasitetum kablikiani Szafer, Kulcz. et Pawl. 1926 	natural tall-herb community	unusable	R56144	6430	Walas 1933 tab. XII p. 96 (also: Donita et al. 2005 p. 162)	18
5000	Polygalo amarae-Seslerietum variae WINTERHOFF 1962	Polygalo amarae-Seslerietum (Tx. 1937) Tx. ex Winterhoff 1965	semi-natural grassland	Mowing twice, subsequent grazing	R1A3	6210	Schubert 1974b Tab. 2/3 + p. 30 (also: Lohmeyer 1953 p. 69; Zündorf 1980 Veg.tab. 10 + p. 24; Becker 1998 Tab. 8/37-45 + p. 194; Schubert 2001 p. 412)	132
5001	Carici canescentis-Agrostidetum caninae caricetosum panicea (JONAS 1932) TÜXEN 1937	included in Caricetum nigrae Braun 1915 nom. mutat. propos.	natural moorland	unusable	Q251	7140	Tüxen (1937) p. 63 (also: Altehage 1960 Tab. 1 Tab. III; Pietsch 1968 Tab. 8 + p. 66; Reichert 1973 Tab. III + p. 47; Schubert 2001 p. 358)	55
5002	Armerietum maritimae (W. CHRISTIANSEN 1927) BRAUN-BLANQUET et DE LEEUW 1936	Armerio-Juncetum gerardi (W. CHRISTIANSEN 1927) BR.-BL. et DE LEEUW 1936	semi-natural pasture	extensive grazing	MA2243	1330	Tüxen (1937) p. 65 (also Passarge 1964 Table 53 a-c)	106
5004	Artemisietum maritimae (W. CHRISTIANSEN 1927) BRAUN-BLANQUET et DE LEEUW 1937	Artemisietum maritimae Br.-Bl. et De Leeuw 1936	semi-natural pasture	extensive grazing	MA2243	1330	Tüxen (1937) p. 66 (also Westhoff 1969 p. 173 and Schaminée et al. 2010 p. 289; Schubert 2001 p. 236)	47
5005	Diantho-Festucetum tenuifoliae KNAPP 1978	Festucetum polesicae Regel 1928	semi-natural grassland	Mowing twice, subsequent grazing	R1M6	6120*	Knapp 1978 Tab. 7 + p. 84	12
5006	Sileno otitis-Koelerietum gracilis KORNECK 1974		semi-natural grassland	Mowing twice, subsequent grazing	R1B421	6210	Oberdorfer (1993) Vol II, Table 104/12c	10
5007	Ledo-Sphagnetum magellanici SUKOPP ex NEUHÄUSL 1969		natural moorland	unusable	Q11111	7110*	Fischer 1977 Tab. 3/1-15 p. 79 (also: Grabherr et Mucina (1993) Vol II p. 170; Hofmann et Pommer 2013 p. 86)	28
5008	Viscario-Avenetum pratensis OBERDORFER 1949	included p.p. in Cirsio acaulis-Trifolietum montani Wollert 1964	semi-natural grassland	Mowing once, subsequent grazing	R1A3	6210	Oberdorfer (1993) Vol II, Table 102/9a (also Rodi 1974 Tab. IIa + p. 154; Chytry et al. 2007 tab. 11/9 p. 437+456; Schubert 2001 p. 416)	124
5009	Genisto pilosae-Stipetum stenophyllae KORNECK 1974		semi-natural grassland	Mowing twice, subsequent grazing	R1B2	6240*	Oberdorfer (1993) Vol II, Table 93/2 (also Soó 1964b p. 207; Schubert 2001 p. 403)	32
5010	Adonido-Brachypodietum pinnati STRAUS 1936	Adonido vernalis-Brachypodietum pinnati (Libbert 1933) Krausch 1961	semi-natural grassland	Mowing twice, subsequent grazing	R1B2	6240*	Passarge (1964) Table 86a-e (also Oberdorfer (1993) Vol II, Table 95/3a; Becker 1998 Tab. 5 + p. 178)	74
5011	Alchemillo-Arrhenatheretum typicum OBERDORFER 1957	 included in Arrhenatheretum elatioris Braun 1915;  Alchemillo-Arrhenatheretum typicum OBERD. 1957	semi-natural grassland	Mowing twice, subsequent grazing	R222	6510	Oberdorfer (1993) Vol III,   Table 234/2 (also Schubert 2001 p. 422)	363
5012	Sphagno-Caricetum lasiocarpae STEFFEN em. KOCH 1931	included in Caricetum lasiocarpae Osvald 1923 nom. conserv. propos.	natural moorland	Weakly grazed	Q251	7140	Passarge (1964) Table 71e-f (also Oberdorfer (1998) Vol I, Table 66/3a-3c; Altehage 1960 Tab. IV; Soó 1964b p. 153; Schubert 2001 p. 353; Donita et al. 2005 p. 300)	179
5013	Carici canescentis-Agrostidetum caninae caricetosum rostratae TÜXEN 1937		natural moorland	unusable	Q251	7140	Tüxen (1937) p. 62 (also: Altehage 1960 Tab. III/5; Dierßen 1973b Tab. 20 + p. 51; Chytry et al. 2011 tab. 15/6 p, 678+683)	202
5014	Diantho gratianopolitani-Festucetum pallentis GAUCKLER 1938	Diantho gratianopolitani-Festucetum pallentis Gauckler 1938 corr. Korneck 1974 nom. invers. propos.	semi-natural grassland	Weakly grazed	R1B5	6240*	Oberdorfer (1993) Vol II, Table 89/18a/1 (also: Schubert 2001 p. 387)	110
5015	Gageo saxatilis-Veronicetum dillenii (OBERDORFER 1957) KORNECK 1974	included in Festuco-Veronicetum dillenii Oberd. 1957	semi-natural grassland	Weakly grazed	R1A3	8230	Korneck 1975 Tab. 16 + p. 69 (also: Oberdorfer (1993) Vol II, Table 84/12/2; Chytry et al. 2007 tab. 9/9 p. 331+356; Schubert 2001 p. 390)	183
5016	Teucrio-Festucetum cinerae MAHN 1965	Alysso-Festucetum cinerae (Preis 1939) Kinlechner 1970	semi-natural grassland	Weakly grazed	R1B5	6110*	Mahn (1965) Table 7/1 (also: Schubert 1974a Tab. 1/1 + p. 203, 2001 p. 394)	162
5017	Festuco valesiacea-Stipetum capillatae MAHN 1959	Geranio-Stipetum capillatae MAHN 1959; Ranunculo illyrici-Festucetum valesiacae Klika 1931	semi-natural grassland	Weakly grazed	R1B1	6240*	Mahn (1965) Table 18/3 + p. 53 (also: Knapp 1944a Vol. 3 tab. 11, 1944l Tab. 1+2; Soó 1964b p. 198; Marstaller 1969 Tab. 1 + p. 233; Strimmer 1974 Tab. IIc + p. 24; Chytry et al. 2007 tab. 10/10 p. 387+411; Schubert 1974b Tab. 3/1 + p. 34,  2001 p. 400; B	730
5018	Thymo-Festucetum cinerae MAHN 1959		semi-natural grassland	Weakly grazed	R1B5	8230	Mahn (1965) Table 1/1 (also: Lutz 1950 Tab. 9; Schubert 1974a Tab. 2/1 + p. 206,  2001 p. 388)	154
5019	Mesobrometum erecti BRAUN-BLANQUET ap. SCHERRER 1925	Brometum Scherrer 1925; Onobrychido-Brometum erecti TH. MÜLLER 1968	semi-natural grassland	Weakly grazed	R1A3	6210	Oberdorfer (1993) Vol II, Table97/4a/2 (also Eggler 1933 Tab. 15; Knapp 1944a Vol. 2 tab. 12; Klapp (1965) Table 93II; Bohner et al. 2003 Tab. 4; Schubert 2001 p. 413)	199
5020	Gentiano-Koelerietum pyramidatae KNAPP 1942 ex BORNKAMM 1960	Gentiano-Koelerietum pyramidatae Knapp ex Bornkamm 1960 nom. conserv. propos.	semi-natural grassland	Weakly grazed	R1A3	6210	Passarge (1964) Table 85b (also Eggler 1933 Tab. 21; Lohmeyer 1953 Tab. 6 + p. 70; Burrichter 1954 Tab. 1 p. 40; Knapp 1969 Tab. 3; Rodi 1974 Tab. IIc + p. 155; Zündorf 1980 Veg.tab. 9 + p. 22; Oberdorfer (1993) Vol II, Table 101/7d/1; Chytry et al. 2007 	356
5021	Polygalo vulgaris-Nardetum strictae (PREISING 1953) OBERDORFER 1957	included in Geo montani-Nardetum strictae Lüdi 1948 nom. mutat. propos.; included in Festuco capillatae-Nardetum strictae Klika et Šmarda 1944; Hypericum maculatum-Polygala vulgaris-Ass. Preising 1953	semi-natural grassland	Weakly grazed	R1M1	6230*	Preising 1953 Tab. 1 + p. 113 (also Lohmeyer 1953 p. 71; Klemm 1970 Tab. 30/1 p. 20; Dierschke et Vogel 1981 Tab. 5/2-4 + p. 166; Glavac et Raus 1982 Tab. 18 + p. 97; Oberdorfer (1993) Vol II, Table 117/9c; Ellenberg (1996) p. 723 Table 123/1; Chytry et a	292
5022	Alysso alyssoidis-Sedetum albi OBERDORFER et MÜLLER in MÜLLER 1961		semi-natural grassland	Weakly grazed	R1A4	6110*	Korneck 1975 Tab. 33 + p. 92 (also Hilbig et Reichhoff 1977 Tab. 6/4 + p. 42; Oberdorfer (1993) Vol II, Table 85/14b; Chytry et al. 2007 tab. 9/11 p. 331+363; Schubert 2001 p. 392; Fariselli et al. 2024 Tab. 40.1 p. 487)	106
5023	Mesobrometum seslerietosum OBERDORFER 1957		semi-natural grassland	Weakly grazed	R1A3	6210	Knapp 1944a Vol.2 tab. 4 (also: Oberdorfer (1993) Vol II, Table 98/6a)	87
5024	Junco subnodulosi-Schoenetum nigricantis Allorge 1921	Schoenetum nigricantis KOCH 1926	semi-natural grassland	unusable	Q4312	7230	Tüxen (1937) p. 74 (also Soó 1964b p. 161; Westhoff 1969 p. 205 and Schaminée et al. 2010 p. 163)	54
5025	Erico tetralicis‐Sphagnetum rubelli (ALLORGE 1926) LEMÉE 1938		natural moorland	unusable	Q111114	7110*	Lemée 1938 Tab. 1 (also Thébaud 2011 Tab. 1;  Pujol et al. 2023 p.104)	124
5026	Festuco rupiculae-Brachypodietum pinnati MAHN 1959		semi-natural grassland	Weakly grazed	R1B2	6240*	Mahn (1965) Table 29/1-3 (also Chytry et al. 2007 tab. 11/1 p. 437+427; Schubert 1974b Tab. 4/2 + p. 38, 2001 p. 404)	761
5027	Peucedano-Caricetum lasiocarpae TÜXEN 1937	Caricetum lasiocarpae Osvald 1923 nom. conserv. propos.; Caricetum diandro - lasiocarpae (Koch 1926) P. Duvigneaud 1949	natural moorland	Weakly grazed	Q251	7140	Tüxen 1937 p. 64 (also: Dießen 1973b Tab. 19 + p. 50; Oberdorfer (1998) Vol I, Table 64/3 bzw. Table 66/3a-3c; Chytry et al. 2011 tab. 12/3 p. 549+534)	105
5028	Sphagno-Caricetum canescentis PASSARGE 1964		natural moorland	unusable	Q2531	7140	Oberdorfer (1998) Vol I, Table 67/8b (also: Chytry et al. 2011 tab. 14/4 p. 642+633)	75
5029	Caricetum fuscae BRAUN 1915	Caricetum nigrae Braun 1915 nom. mutat. propos.	natural moorland	unusable	Q2531	7140	Oberdorfer (1998) Vol I, Table 67/8f (also: Eggler 1958 Tab. 5/2-3; Soó 1964b p. 158; Krisai et Peer 1980 Tab. 2+8 + p. 46+66; Chytry et al. 2011 tab. 15/1 p. 678+664; Schubert 2001 p. 356; Fariselli et al. 2024 Tab. 11.7A-C)	363
5030	Trichophoretum cespitosi KOCH 1928	included in Bartsio-Caricetum nigrae J. Bartsch et M. Bartsch 1940	semi-natural grassland	Mowing twice, subsequent grazing	Q4221	7120	Oberdorfer 1998 Vol I/Table 76/9a et Table 67/9a (also: Chytry et al. 2011 tab. 15/4 p. 678+672)	29
5031	Parnassio-Caricetum fuscae OBERDORFER 1957	Parnassio-Caricetum nigrae Oberd. 1957	semi-natural grassland	Mowing twice, subsequent grazing	Q4221	7230	Oberdorfer (1998) Vol I, Table 67/9e	37
5032	Willemetio-Caricetum fuscae PHILIPPI 1963	included in Bartsio-Caricetum nigrae J. Bartsch et M. Bartsch 1940	semi-natural grassland	Mowing twice, subsequent grazing	Q4221	7230	Oberdorfer (1998) Vol I, Table 67/9d	8
5033	Juncetum alpini PHILIPPI 1960		natural moorland	unusable	Q458	7240*	Oberdorfer (1998) Vol I, Table 73/17a (also: Philippi 1980 Tab. 7 + p. 90)	30
5034	Equiseto variegati-Typhetum minimae BRAUN-BLANQUET ap. VOLK 1940		natural moorland	unusable	Q458	7240*	Oberdorfer (1998) Vol I, Table 64/18 bzw. Table 73/18a+b	22
5035	Airetum praecocis (SCHWICKERATH 1944) KRAUSCH 1967	Airetum praecocis Krausch 1967	semi-natural grassland	recurrently disturbing the top soil	R1P1	2330	Oberdorfer (1993) Vol II, Table 77/1 (also Chytry et al. 2007 tab. 9/3 p. 331+338; Schubert 1974c Tab. 2/1 + p. 295, 2001 p. 373)	119
5036	Airo caryophylleae-Festucetum ovinae TÜXEN 1955	Airo caryophylleae-Festucetum ovinae Tx. ex Korneck 1974	semi-natural grassland	Mowing twice, subsequent grazing	R1P1	2330	Oberdorfer (1993) Vol II, Table 78/2b/1 (also: knapp 1978 Tab.12 p. 89;  Schubert 2001 p. 374)	31
5037	Narduretum lachenalii KORNECK 1975		semi-natural grassland	Mowing twice, subsequent grazing	R1P1	2330	Oberdorfer (1993) Vol II, Table 77/4 (also: Pujol et al. 2023 p. 187)	35
5038	Jurineo cyanoidis-Koelerietum glaucae VOLK 1931		semi-natural grassland	Mowing twice, subsequent grazing	R1Q2	6120*	Schwarz 1941 Tab. at p. 58 (also: Oberdorfer (1993) Vol II, Table 82/8b/1)	45
5039	Sileno rupestris-Sedetum annui OBERDORFER 1957		semi-natural grassland	Mowing twice, subsequent grazing	R122	8230	Korneck 1975 Tab. 7 + p. 52; (also: Oberdorfer (1993) Vol II, Table 83/10)	7
5040	Diantho deltoides-Armerietum elongatae KRAUSCH 1959	Diantho deltoidis-Armerietum elongatae Pötsch 1962 nom. conserv. propos.	semi-natural grassland	Mowing twice, subsequent grazing	R1P2	2330	Oberdorfer (1993) Vol II, Table 103/12b (also: Klemm 1970 Tab. 34 p. 26; Schubert 1974a Tab. 4/2 + p. 211, 2001 p. 382; Jeckel 1975 Tab. 1 p. 104; Böhnert et Reichhoff 1978 Tab. 2/10-18 + p. 109)	180
5041	Armerio-Festucetum trachyphyllae (LIBBERT 1933) R. KNAPP 1948 ex HOHENESTER 1960	Sileno otitae-Festucetum brevipilae Libbert 1933 corr. Kratzert et Dengler 1999	semi-natural grassland	Mowing twice, subsequent grazing	R1B5	2330	Knapp 1944a Vol. 1 tab. 5 (also Hohenester 1960 Tab. 3 p. 46; Oberdorfer 1993 Vol II, Table 103/12a; Chytry et al. 2007 tab. 9/5 p. 331+345; Schubert 2001 p. 385)	215
5042	Cerastietum pumili OBERDORFER et MÜLLER 1961		semi-natural grassland	unusable	R122	6110*	Korneck 1975 Tab. 25-32 + p. 84; (also: Oberdorfer (1993) Vol II, Table 85/13d; Hilbig et Reichhoff 1977 Tab. 6/3 + p. 42; Knapp 1978 Tab. 5 p. 80; Pujol et al. 2023 p. 301; Chytry et al. 2007 tab. 9/10 p. 331+360; Schubert 2001 p. 397; Fariselli et al. 2	258
5043	Koelerio vallesianae-Xerobrometum KORNECK 1967	included in Xerobrometum Br.-Bl. 1931 nom. illegit.	semi-natural grassland	Mowing twice, subsequent grazing	R1A426	6210	Oberdorfer (1993) Vol II, Table 105/13a	62
5044	Bromo-Seslerietum OBERDORFER 1957	included in Teucrio-Seslerietum Volk 1937	semi-natural grassland	Mowing twice, subsequent grazing	R1A427	6210	Oberdorfer (1993) Vol II, Table 109/17c	44
5045	Elynetum myosuroidis Rübel 1911	Elynetum BRAUN-BLANQUET 1913	semi-natural grassland	Mowing twice, subsequent grazing	R4421	6170	Oberdorfer (1993) Vol II, Table 111/1 (also Frey 1921 p. 142 (58); Petrik et al. 2005 tab. 2/D,E)	108
5046	Laserpitio-Seslerietum MOOR 1957	Laserpitio latifolii-Seslerietum Moor 1957	semi-natural grassland	Mowing twice, subsequent grazing	R44311	6170	Oberdorfer (1993) Vol II, Table 111/4 bzw. Table 113/4	41
5047	Laserpitio-Calamagrostietum variae TH. MÜLLER 1961	 Laserpitio-Calamagrostietum variae (Kuhn 1937, Moor 1957) Th. Müller 1961	semi-natural grassland	Mowing twice, subsequent grazing	R4413	6170	Oberdorfer (1993) Vol II, Table 111/8 bzw. Table 113/8	55
5048	Aveno-Nardetum OBERDORFER 1957	included in Geo montani-Nardetum strictae Lüdi 1948 nom. mutat. propos.	semi-natural grassland	Mowing twice, subsequent grazing	R4311	6150	Oberdorfer (1993) Vol II, Table 115/1 (also: Thomaseder 1967 Tab. p. 106; Heiselmayer 1982 Tab. 6 p. 171+190)	61
5049	Festuco-Genistetum sagittalis ISSLER 1927	Festuco-Genistelletum sagittalis s.str. Issler 1929	semi-natural grassland	Mowing twice, subsequent grazing	S4221	6230*	Oberdorfer (1993) Vol II, Table 117/6a (also Knapp 1978 Tab. 8 p. 85)	171
5050	Genisto pilosae-Callunetum TÜXEN 1937	included in Genisto pilosae-Callunetum Braun 1915 nom. invers. propos.; Calluneto-Genistetum TÜXEN 1937; Vaccinio-Callunetum Bük. 1942	natural heath	extensive grazing	S4221	2310	Tüxen 1937 p. 117 (also Knapp 1944h Tab. 1; Lienenbecker 1971 Tab. 30a,b + p. 139; Oberdorfer (1993) Vol II, Table 121/12c; Schubert 2001 p. 155)	64
5051	Thymo angustifoliae-Festucetum ovinae  TÜXEN 1937		semi-natural grassland	Mowing twice, subsequent grazing	R1M2	6120*	Tüxen 1937 p. 56 (also Passarge (1964) Table 82a,b; Chytry et al. 2007 Tab. 8/5 p. 289+301; Schubert 2001 p. 375)	72
5052	Armerio-Festucetum ovinae KNAPP 1942		semi-natural grassland	Mowing twice, subsequent grazing	R1M2	2330	Passarge (1964) Table 82c-e	44
5053	Armerio-Agrostietum tenuis HUECK 1931		semi-natural grassland	Mowing twice, subsequent grazing	R1M2	2330	Passarge (1964) Table 82g	16
5054	Airo-Agrostietum tenuis BÜKER 1939		semi-natural grassland	Mowing twice, subsequent grazing	R1M2	2330	Passarge (1964) Table 82f	7
5055	Poo badensis-Allietum montani GAUCKLER 1957	Sedo acre-Poetum badensis Mahn 1965	semi-natural grassland	unusable	R1B1	6110*	Korneck 1975 Tab. 34 + p. 92 (also: Oberdorfer 1993 Vol II, Table 85/15; Becker 1998 Tab. 2/8-21 + p. 165; Schubert 2001 p. 396)	72
5056	Saxifrago tridactylitis-Poetum compressae (KREH 1945) GEHU et LERIQ 1957	Saxifraga tridactylites-Poa compressa-Ass.	semi-natural grassland	unusable	R13	6110*	Korneck 1975 Tab. 35 + p. 95 (also: Lienebecker 1971 p. 121; Hilbig et Reichhoff 1977 Tab. 6/6 + p. 43; Oberdorfer (1993) Vol II, Table 85/16; Pujol et al. 2023 p. 302; Chytry et al. 2009 tab. 6/9 p. 220+241; Schubert 2001 p. 391)	124
5057	Sempervivetum soboloferi KORNECK 1975		semi-natural grassland	unusable	R13	6110*	Korneck 1975 Tab. 36 + p. 95 (Oberdorfer (1993) Vol II, Table 85/17)	6
5058	Vaccinio myrtilli-Callunetum BÜKER 1942		semi-natural pasture	extensive grazing	S4221	2310	Oberdorfer (1993) Vol II, Table 121/13a (also: Soó 1964b p. 157; Chytry et al. 2007 tab. 8/8 p. 289+312; Schubert 1960 Tab. 17/IV + p. 113, 1973 Tab. 1/3 + p. 103, 2001 p. 160; Donita et al. 2005 p. 91)	254
5059	Sedo acris-Poetum badensis MAHN 1965	included in Poo badensis-Allietum montani Gauckler 1957	semi-natural grassland	unusable	R1B1	6110*	Mahn (1965) Table 9 (also Schubert 1974a Tab. 1/3 + p. 204)	14
5060	Erico-Sphagnetum magellanici (OSVALD 1923) MOORE 1968	Sphagnetum medii subatlanticum TÜXEN 1937, Andromedo polifoliae--Sphagnetum magellanici Bogdanovskaja-Gienev 1928	natural moorland	unusable	Q11111	7110*	Tüxen 1937 p. 113 (also Passarge (1964) Table 75e-f; Oberdorfer (1998) Vol I, Table 75/2c-d; Dierßen 1973b Tab. 21 + p. 53; Weber 1982 Tab. 5 p. 126; Thébaud 2011 Tab.1 p. 78; Chytry et al. 2011 tab. 16/2 p. 724+712; Westhoff 1969 p. 218 and Schaminée et 	872
5061	Molinietum caeruleae W. KOCH 1926	including Molinietum caricetosum tomentosae KOCH 1926	semi-natural grassland	Mowing twice, subsequent grazing	R371	6410	Tüxen (1937) p. 83 (also: Krisch 1967 Tab. IIIF + p. 395; Chytry et al. 2007 tab. 6/1 p. 216+210; Schubert 2001 p. 459, Burkhart et al. 2004 tab. 3)	799
5062	Cetrario-Loiseleurietum BRAUN-BLANQUET et al. 1939		semi-natural grassland	unusable	S229	4060	Frey 1921 Tab. I/1-8 p. 128 (44) (also: Grabherr 1979 Rel. 1-15; Heiselmayer 1982 Tab. 8 p.187+175; Grabherr et Mucina (1993) Vol II p. 450; Donita et al. 2005 p. 79; Mardari et al. 2020 tab.1/1 p. 5; Simon et Pocs 2012 Tab. 4/12-16 p. 118)	137
5063	Empetro hermaphroditi-Vaccinietum BRAUN-BLANQUET in BRAUN-BLANQUET et JENNY 1926	Empetro hermaphroditi-Vaccinietum gaultherioidis Br.-Bl. in Br.-Bl. et Jenny 1926 corr. Grabherr 1993	semi-natural grassland	unusable	S223	4060	Tüxen (1937) S. 122 (also Grabherr et Mucina (1993) Vol II p. 454; Donita et al. 2005 p. 88)	8
5064	Junipero-Arctostaphyletum BRAUN-BLANQUET ex HAFFTER in BRAUN-BLANQUET et al. 1939		semi-natural pasture	extensive grazing	S226	4060	Wendelberger 1962 p. 161 (also: Grabherr et Mucina 1993 Vol II p. 460; Bruderer 2021 Tab. 1/3.1)	8
5065	Rhynchosporetum albae OSVALD 1923 em. W. KOCH 1926	Sphagno tenelli-Rhynchosporetum albae Osvald 1923 nom. conserv. propos.	natural moorland	unusable	Q257	7150	Braun 1970 p. 126 (also: Altehage 1960 Tab. V; Lienenbecker 1971 Tab. 29b + p. 137; Dierßen 1973b Tab. 18 + p. 46; Burrichter et Wittig 1974 Tab. 2/13-15 p. 10; Fischer 1977 Tab. 1/2; Bachmann 1982 Tab. 6 + p. 68; Oberdorfer (1998) Vol I, Table 64/2 and T	352
5066	Polystichetum lonchitis (OBERDORFER 1957) BEGUIN 1972	Polystichum lonchitis-Ass.	semi-natural grassland	unusable	U261	8120	Grabherr et Mucina (1993) Vol II p. 301	3
5067	Epipactis-Seslerietum variae W.SCHUBERT 1963		natural grassland	Weakly grazed	R1A427	6210	Schubert 1974b Tab. 1/2 + p. 25 (also: Zündorf 1980 Vegtab. 7 + p. 19)	211
5068	Crocynio-Asplenietum billotii G. SCHULZE & KORNECK 1971		semi-natural grassland	unusable	U3311	8220	Oberdorfer (1998) Vol I, Table 5/15	55
5069	Sclerantho biennis-Sempervivetum arachnoidei BRAUN-BLANQUET (1949) 1955	 Sclerantho-Sempervivetum arachnoidei Br.-Bl. 1955	semi-natural grassland	unusable	R122	8230	Korneck 1975 Tab. 4-6 + p. 52 (also: Mucina et al. (1993) Vol I, p. 509)	80
5070	Cirsio pannonici-Seslerietum caeruleae KLIKA 1933		semi-natural grassland	extensive grazing	R1B2	6240	Chytry et al. 2007 tab. 11/2 p. 437 +429	8
5071	Polygalo majoris-Brachypodietum pinnati WAGNER 1941	Onobrychido arenariae-Brachypodietum pinnati Eijsink et al. 1978	semi-natural grassland	extensive grazing	R1B2	6210	Chytry et al. 2007 tab. 11/3 p. 437 +432 (also Todor 1948 tab. 29 p. 132; Soó 1964b p. 194)	134
5072	Geranio sanguinei-Trifolietum alpestris MÜLLER 1961	Trifolio alpestris-Geranietum sanguinei T. MÜLLER 1962	semi-natural grassland	extensive grazing	R1B2	6210	T. Müller Tab. 1/14 + p. 112 (also: Hilbig et al. 1982 Tab. 2 + p. 222; Chytry et al. 2007 tab. 11/10 p. 437 +459; Schubert 2001 p. 175)	135
5073	Geranio sanguinei-Dictamnetum albae WENDELBERGER ex T. MÜLLER 1962		semi-natural grassland	extensive grazing	R1B2 (T19373)	6210	T. Müller Tab. 1/3 + p. 109 (also: Chytry et al. 2007 tab. 11/11 p. 437 +461)	32
5074	Erysimo diffusi-Agrostietum capillaris (VICHEREK 1975) CHYTRY et al. 1997	Thymo angustifolii-Festucetum ovinae SMARDA 1961	semi-natural grassland	extensive grazing	R1M2	2330	Chytry et al. 1997 tab. 2/1-18 and p. 12	18
5075	Astragalo austriaci-Festucetum sulcatae SOÓ 1957		semi-natural grassland	extensive grazing	R1B1	6240	Staudinger et Korner 2016 Tab. 2 + p. 23	11
5076	Fumano-Stipetum eriocaulis WAGNER 1941 corr. ZOLYOMI 1966	Poo badensis-Festucetum pallentis Klika 1931 corr. Zolyomi 1966	semi-natural grassland	extensive grazing	R1B1	6190	Staudinger et Korner 2016 Tab. 3 + p. 31	26
5077	Astragalo exscapi-Crambetum tatariae KLIKA 1939	Jurineetum mollis Knapp 1944	semi-natural grassland	extensive grazing	R1B1	6250	Knapp 1944k Tab. 1 (also: Chytry et al. 2007 Tab. 10/15 p.387+423)	28
5078	Carici humilis-Seslerietum caeruleae ZLATNÍK 1928		semi-natural grassland	extensive grazing	R1B1	6190	Chytry et al. 2007 Tab. 10/6 p.387+399 (also: Míchalková 2006 Tab. 4/18-24 +p.64	31
5079	Armerio elongatae-Potentilletum arenariae BRAUN-BLANQUET 1961		natural grassland	Weakly grazed	R1B3	6190	Magnes et al. 2021 suppl.2 Tab.1/A1	4
